pupilid,schoolid,district,bungoma,division,zone,tracking,sbm,girl,agetest,etpteacher,lowstream,stream_meanpercentile,SDstream_std_mark,MEANstream_std_mark,bottomhalf,tophalf,bottomquarter,secondquarter,thirdquarter,topquarter,std_mark,percentile,realpercentile,quantile5p,attrition,wordscore,sentscore,letterscore,spellscore,sentscore24,letterscore24,spellscore24,litscore,additions_score,substractions_score,multiplications_score,mathscoreraw,totalscore,rMEANstream_std_baselinemark,rSDstream_std_baselinemark,rMEANstream_std_total,rSDstream_std_total,rMEANstream_std_math,rSDstream_std_math,rMEANstream_std_lit,rSDstream_std_lit,r2_attrition,r2_age,r2_wordscore,r2_sentscore,r2_letterscore,r2_spellscore,r2_sentscore24,r2_letterscore24,r2_spellscore24,r2_litscore,r2_mathscoreraw,r2_additions_score,r2_substractions_score,r2_multiplications_score,r2_totalscore
4321049,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,0,0,76,1,1,0,1,0,0,0,1,1,80,81,17,0,0,0,1,0,0,0,0,0,6,6,0,12,12,1,1,1,1,1,1,0,1,0,11,8,0,24,0,0,8,0,4,13,6,5,2,17
4321051,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,0,76,1,1,0,1,0,0,0,1,1,79,80,16,0,0,0,13,0,0,4,0,1,4,5,2,11,12,1,1,1,1,1,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4321052,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,12,0,0,76,1,1,0,1,0,0,0,1,1,83,84,17,0,0,2,4,1,1,1,2,1,4,1,0,5,6,1,1,1,1,1,1,0,1,0,11,14,22,35,7,13,12,17,14,16,8,8,0,30
4321053,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,0,76,1,1,0,1,0,0,0,1,1,87,87,18,0,0,0,31,0,0,11,0,3,4,6,1,11,14,1,1,1,1,1,1,0,1,0,12,8,0,42,1,0,14,2,6,16,7,6,3,22
4321054,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76,1,1,0,1,0,0,0,1,1,86,86,18,0,0,6,4,0,4,1,0,1,3,3,0,6,7,1,1,1,1,1,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4321057,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,0,76,1,1,0,1,0,0,0,1,1,91,92,19,0,0,0,21,0,0,7,0,2,6,3,0,9,11,1,1,1,1,1,1,0,1,0,11,8,0,23,3,0,8,7,6,17,8,7,2,23
4321058,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,0,76,1,1,0,1,0,0,0,1,1,90,91,19,0,2,0,23,1,0,8,2,3,4,3,0,7,10,1,1,1,1,1,1,0,1,0,9,12,1,35,5,1,12,12,9,15,8,4,3,24
4321059,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,0,76,1,1,0,1,0,0,0,1,1,93,93,19,0,8,0,16,1,0,5,2,4,7,2,0,9,13,1,1,1,1,1,1,0,1,0,10,8,0,30,4,0,10,10,7,19,9,7,3,26
4321060,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,0,0,76,1,1,0,1,0,0,0,1,1,94,95,19,0,4,4,22,7,2,8,17,8,6,5,3,14,22,1,1,1,1,1,1,0,1,0,8,24,11,34,5,7,12,12,14,21,9,8,4,35
4321061,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,0,0,76,1,1,0,1,0,0,0,1,2,96,97,20,0,20,26,54,8,16,19,19,18,4,4,3,11,29,1,1,1,1,1,1,0,1,0,12,24,24,70,5,14,24,12,19,15,6,6,3,34
4321062,432,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,0,0,76,1,1,0,1,0,0,0,1,2,98,98,20,0,24,5,40,7,3,14,17,14,6,4,3,13,27,1,1,1,1,1,1,0,1,0,10,24,36,65,8,22,22,19,22,18,6,8,4,40
4361003,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,12,0,1,25,0,-1,1,0,1,0,0,0,-1,4,4,1,0,6,0,16,0,0,5,0,3,3,2,0,5,8,-1,0,-1,1,-1,1,-1,1,0,12,6,7,45,2,4,15,5,8,11,7,2,2,19
4361004,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,1,25,0,-1,1,0,1,0,0,0,-1,5,5,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4361006,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,7,0,1,25,0,-1,1,0,1,0,0,0,-2,8,8,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4361007,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,0,1,25,0,-1,1,0,1,0,0,0,-1,9,10,2,0,8,0,0,0,0,0,0,2,3,1,0,4,6,-1,0,-1,1,-1,1,-1,1,0,8,8,0,0,0,0,0,0,2,9,3,5,1,11
4361008,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,1,25,0,-1,1,0,1,0,0,0,-1,11,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,1,0,10,6,20,0,2,12,0,5,6,8,2,3,3,14
4361009,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,1,25,0,-1,1,0,1,0,0,0,-1,12,12,3,0,0,3,0,0,2,0,0,0,1,1,0,2,2,-1,0,-1,1,-1,1,-1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4361010,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,14,0,1,25,0,-1,1,0,1,0,0,0,-1,13,14,3,0,0,0,3,0,0,1,0,0,3,2,0,5,5,-1,0,-1,1,-1,1,-1,1,0,12,8,6,11,2,4,4,5,5,8,4,4,0,13
4361011,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,1,25,0,-1,1,0,1,0,0,0,-1,15,15,3,0,0,0,24,0,0,8,0,2,0,0,0,0,2,-1,0,-1,1,-1,1,-1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4361013,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,0,1,25,0,-1,1,0,1,0,0,0,-1,18,19,4,0,2,0,0,0,0,0,0,1,1,0,0,1,2,-1,0,-1,1,-1,1,-1,1,0,10,0,0,0,0,0,0,0,0,3,2,1,0,3
4361014,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,7,0,1,25,0,-1,1,0,1,0,0,0,-1,20,21,5,0,4,7,9,0,4,3,0,3,3,2,0,5,8,-1,0,-1,1,-1,1,-1,1,0,9,4,4,0,0,2,0,0,2,12,6,6,0,14
4361015,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,1,25,0,-1,1,0,1,0,0,0,-1,20,20,4,0,8,0,15,0,0,5,0,3,1,1,0,2,5,-1,0,-1,1,-1,1,-1,1,0,9,0,0,44,0,0,15,0,4,7,3,4,0,11
4361019,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,0,1,25,0,-1,1,0,0,1,0,0,-1,26,27,6,0,0,0,0,0,0,0,0,0,3,3,0,6,6,-1,0,-1,1,-1,1,-1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4361020,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,1,25,0,-1,1,0,0,1,0,0,-1,28,29,6,0,2,0,15,0,0,5,0,2,1,0,0,1,3,-1,0,-1,1,-1,1,-1,1,0,12,0,2,0,0,1,0,0,0,9,4,5,0,9
4361022,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,0,1,25,0,-1,1,0,0,1,0,0,-1,30,30,6,0,4,1,0,0,1,0,0,1,2,2,0,4,5,-1,0,-1,1,-1,1,-1,1,0,10,0,7,0,0,4,0,0,1,5,2,3,0,6
4361023,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,9,0,1,25,0,-1,1,0,0,1,0,0,-1,32,32,7,0,4,0,23,7,0,8,17,7,4,2,0,6,13,-1,0,-1,1,-1,1,-1,1,0,8,20,4,46,10,2,16,24,16,11,4,6,1,27
4361024,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,0,1,25,0,-1,1,0,0,1,0,0,-1,33,34,7,0,0,4,0,0,2,0,0,1,0,0,0,0,1,-1,0,-1,1,-1,1,-1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4361025,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,1,25,0,-1,1,0,0,1,0,0,-1,35,35,7,0,0,6,5,1,4,2,2,2,5,5,0,10,12,-1,0,-1,1,-1,1,-1,1,0,13,3,0,13,0,0,4,0,2,5,3,2,0,7
4361027,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,0,1,25,0,-1,1,0,0,1,0,0,-1,37,38,8,0,0,7,0,2,4,0,5,2,3,2,1,6,8,-1,0,-1,1,-1,1,-1,1,0,11,0,0,11,0,0,4,0,1,6,3,1,2,7
4361029,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,0,1,25,0,-1,1,0,0,1,0,0,0,40,41,9,0,2,5,0,0,3,0,0,1,0,0,0,0,1,-1,0,-1,1,-1,1,-1,1,0,14,0,0,0,0,0,0,0,0,1,0,1,0,1
4361032,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,12,0,1,25,0,-1,.,.,.,.,.,1,.,.,.,.,0,8,0,23,3,0,8,7,6,6,3,1,10,16,-1,0,-1,1,-1,1,-1,1,0,12,0,8,0,5,5,0,12,4,9,5,4,0,13
4361033,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,0,1,25,0,-1,1,0,0,1,0,0,0,44,45,9,0,0,6,19,0,4,7,0,3,3,5,2,10,13,-1,0,-1,1,-1,1,-1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4361034,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,0,1,25,0,-1,1,0,0,1,0,0,0,46,46,10,0,18,5,38,7,3,13,17,13,3,4,0,7,20,-1,0,-1,0,-1,1,-1,0,0,10,12,4,70,9,2,24,22,15,8,4,4,0,23
4361036,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,0,1,25,0,-1,1,0,0,1,0,0,0,49,49,10,0,0,4,14,1,2,5,2,2,4,4,0,8,10,-1,0,-1,1,-1,1,-1,1,0,10,0,4,70,4,2,24,10,9,7,3,4,0,16
4361038,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,0,75,1,1,0,1,0,0,1,0,0,51,52,11,0,0,12,20,6,7,7,14,7,0,0,0,0,7,1,1,1,1,1,1,1,1,0,12,16,5,46,5,3,16,12,12,7,4,3,0,19
4361039,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,0,75,1,1,0,1,0,0,1,0,0,53,53,11,0,0,23,33,8,14,11,19,11,6,5,1,12,23,1,1,1,1,1,1,1,1,0,10,18,36,67,9,22,23,22,21,16,7,6,3,37
4361042,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,10,1,0,75,1,1,0,1,0,0,1,0,0,56,56,12,0,11,3,50,2,2,17,5,9,5,5,3,13,22,1,1,1,1,1,1,1,1,0,11,16,6,43,4,4,15,10,11,8,4,4,0,19
4361045,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,1,0,75,1,1,0,1,0,0,1,0,0,59,60,12,0,14,0,36,4,0,12,10,9,4,4,1,9,18,1,1,1,1,1,1,1,1,0,10,15,14,56,9,8,19,22,16,10,4,5,1,26
4361047,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,7,1,0,75,1,1,0,1,0,0,1,0,0,63,63,13,0,4,0,5,1,0,2,2,2,5,4,0,9,11,1,1,1,1,1,1,1,1,0,10,12,10,23,3,6,8,7,8,10,4,3,3,18
4361048,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,7,1,0,75,1,1,0,1,0,0,1,0,0,64,65,13,0,24,9,54,6,5,19,14,16,6,5,1,12,28,1,1,1,1,1,1,1,1,0,8,22,10,70,9,6,24,22,18,9,5,3,1,27
4361049,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,11,1,0,75,1,1,0,1,0,0,1,0,0,65,66,14,0,6,2,36,7,1,12,17,9,4,6,3,13,22,1,1,1,1,1,1,1,1,0,10,0,2,0,0,1,0,0,0,2,2,0,0,2
4361050,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,8,1,0,75,1,1,0,1,0,0,1,0,1,67,67,14,0,6,5,41,0,3,14,0,6,4,4,1,9,15,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4361051,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,0,75,1,1,0,1,0,0,1,0,1,68,69,14,0,6,8,5,0,5,2,0,3,3,2,0,5,8,1,1,1,1,1,1,1,1,0,11,8,0,0,3,0,0,7,4,13,7,3,3,17
4361052,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,1,0,75,1,1,0,1,0,0,1,0,-1,70,70,14,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
4361053,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,9,1,0,75,1,1,0,1,0,0,1,0,1,71,72,15,0,22,28,66,8,17,23,19,20,8,6,1,15,35,1,1,1,1,1,1,1,1,0,9,20,26,70,9,16,24,22,20,15,8,6,1,35
4361054,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,12,1,0,75,1,1,0,1,0,0,1,0,1,73,73,15,0,0,1,0,4,1,0,10,3,4,4,0,8,11,1,1,1,1,1,1,1,1,0,12,18,2,53,6,1,18,14,13,11,3,5,3,24
4361055,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,0,75,1,1,0,1,0,0,1,0,1,74,74,15,0,14,10,37,8,6,13,19,13,6,5,1,12,25,1,1,1,1,1,1,1,1,0,12,2,20,69,3,12,24,7,11,15,7,6,2,26
4361056,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,11,1,0,75,1,1,0,1,0,0,0,1,1,75,76,16,0,0,8,0,0,5,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,12,2,0,0,0,0,0,0,1,4,4,0,0,5
4361057,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,1,0,75,1,1,0,1,0,0,0,1,1,77,77,16,0,2,3,28,5,2,10,12,6,5,5,2,12,18,1,1,1,1,1,1,1,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4361058,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,1,0,75,1,1,0,1,0,0,0,1,1,78,79,16,0,18,0,52,7,0,18,17,13,7,5,3,15,28,1,1,1,1,1,1,1,1,0,10,10,20,70,8,12,24,19,16,17,9,6,2,33
4361060,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,9,1,0,75,1,1,0,1,0,0,0,1,1,81,81,17,0,0,0,22,7,0,8,17,6,4,4,3,11,17,1,1,1,1,1,1,1,1,0,9,0,5,70,8,3,24,19,12,13,6,5,2,25
4361061,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,9,1,0,75,1,1,0,1,0,0,0,1,1,82,83,17,0,0,28,57,8,17,20,19,14,5,3,0,8,22,1,1,1,1,1,1,1,1,0,9,16,34,63,8,20,22,19,19,13,6,5,2,32
4361063,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,12,1,0,75,1,1,0,1,0,0,0,1,1,85,86,18,0,14,12,27,6,7,9,14,11,5,4,1,10,21,1,1,1,1,1,1,1,1,0,12,8,28,70,10,17,24,24,18,8,3,2,3,26
4361067,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,10,1,0,75,1,1,0,1,0,0,0,1,2,91,91,19,0,0,10,53,7,6,18,17,10,8,6,1,15,25,1,1,1,1,1,1,1,1,0,10,1,28,70,8,17,24,19,15,18,8,7,3,33
4361068,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,1,0,75,1,1,0,1,0,0,0,1,2,92,93,19,0,12,2,38,6,1,13,14,10,5,3,3,11,21,1,1,1,1,1,1,1,1,0,10,18,0,70,7,0,24,17,15,5,2,3,0,20
4361071,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,1,8,1,0,75,1,1,0,1,0,0,0,1,2,96,97,20,0,20,14,36,7,8,12,17,14,5,5,3,13,27,1,1,1,1,1,1,1,1,0,9,18,18,70,6,11,24,14,17,11,6,5,0,28
4361072,436,BUNGOMA,1,KANDUYI,MUNICIPALITY,1,0,0,13,1,0,75,1,1,0,1,0,0,0,1,2,98,98,20,0,16,3,27,8,2,9,19,12,5,5,0,10,22,1,1,1,1,1,1,1,1,0,12,18,18,70,8,11,24,19,18,17,8,6,3,35
4431002,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,9,1,0,48,1,0,0,1,0,0,1,0,0,69,70,14,0,2,1,26,1,1,9,2,3,3,5,0,8,11,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4431003,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,9,0,0,54,1,0,0,1,0,0,1,0,0,60,60,12,0,0,0,42,5,0,14,12,7,3,5,2,10,17,0,1,0,1,0,1,0,1,0,8,18,18,0,4,11,0,10,10,11,6,5,0,21
4431005,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,9,0,0,54,1,0,0,1,0,0,0,1,1,84,84,17,0,20,9,48,8,5,16,19,15,3,2,0,5,20,0,1,0,1,0,1,0,1,0,10,20,28,60,7,17,21,17,19,16,8,5,3,35
4431008,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,10,1,0,48,1,0,1,0,0,1,0,0,0,42,43,9,0,0,0,17,0,0,6,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4431009,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,9,0,0,54,1,0,0,1,0,0,0,1,2,92,92,19,0,0,1,16,2,1,5,5,3,3,3,0,6,9,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4431010,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,10,1,0,48,1,0,0,1,0,0,0,1,1,83,84,17,0,18,5,54,7,3,19,17,14,7,5,1,13,27,0,1,0,1,0,1,0,1,0,10,22,9,70,8,5,24,19,18,18,8,7,3,36
4431012,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,8,1,0,48,1,0,0,1,0,0,1,0,0,51,51,11,0,17,2,35,7,1,12,17,12,4,5,0,9,21,0,1,0,1,0,1,0,1,0,9,20,4,46,6,2,16,14,13,14,7,5,2,27
4431018,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,9,1,0,48,1,0,1,0,1,0,0,0,-1,21,21,5,0,2,0,13,0,0,4,0,2,2,2,0,4,6,0,1,0,1,0,1,0,1,0,7,0,1,0,0,1,0,0,0,6,3,3,0,6
4431020,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,9,1,0,48,1,0,0,1,0,0,1,0,0,66,67,14,0,0,7,20,0,4,7,0,3,4,2,1,7,10,0,1,0,1,0,1,0,1,0,9,0,0,26,0,0,9,0,2,13,5,5,3,15
4431021,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,8,0,0,54,1,0,1,0,0,1,0,0,-1,28,29,6,0,0,4,0,0,2,0,0,1,3,2,0,5,6,0,1,0,1,0,1,0,1,0,10,2,5,0,0,3,0,0,1,4,2,2,0,5
4431022,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,9,1,0,48,1,0,0,1,0,0,0,1,2,93,93,19,0,6,0,18,4,0,6,10,5,4,1,0,5,10,0,1,0,1,0,1,0,1,0,10,20,23,56,4,14,19,10,16,11,4,4,3,27
4431023,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,10,0,0,54,1,0,0,1,0,0,1,0,0,59,59,12,0,0,0,19,1,0,7,2,2,3,3,0,6,8,0,1,0,1,0,1,0,1,0,10,0,0,29,4,0,10,10,5,8,3,5,0,13
4431027,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,7,0,0,54,1,0,1,0,0,1,0,0,0,38,39,8,0,14,0,26,8,0,9,19,11,4,4,2,10,21,0,1,0,1,0,1,0,1,0,9,24,32,41,5,19,14,12,17,7,4,3,0,24
4431028,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,9,1,0,48,1,0,0,1,0,0,0,1,1,76,77,16,0,3,1,31,7,1,11,17,8,2,4,0,6,14,0,1,0,1,0,1,0,1,0,9,4,7,57,6,4,20,14,11,13,7,6,0,24
4431029,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,9,0,0,54,1,0,0,1,0,0,0,1,2,99,100,20,0,20,9,42,8,5,14,19,15,4,5,3,12,27,0,1,0,1,0,1,0,1,0,10,22,34,70,8,20,24,19,21,15,7,7,1,36
4431030,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,14,1,0,48,1,0,1,0,1,0,0,0,-1,5,6,2,0,1,2,4,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4431033,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,10,0,0,54,1,0,1,0,0,1,0,0,0,46,46,10,0,4,1,28,3,1,10,7,5,0,1,0,1,6,0,1,0,1,0,1,0,1,0,11,0,6,45,0,4,15,0,5,1,1,0,0,6
4431036,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,8,1,0,48,1,0,1,0,0,1,0,0,0,35,35,7,0,0,0,10,0,0,3,0,1,3,3,0,6,7,0,1,0,1,0,1,0,1,0,9,4,0,8,0,0,3,0,2,9,4,5,0,11
4431042,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,9,1,0,48,1,0,1,0,0,0,1,0,0,50,50,10,0,8,0,9,0,0,3,0,3,2,0,0,2,5,0,1,0,1,0,1,0,1,0,9,4,0,46,0,0,16,0,5,6,4,2,0,11
4431043,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,8,0,0,54,1,0,1,0,1,0,0,0,-1,3,3,1,0,0,0,9,0,0,3,0,1,0,1,0,1,2,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4431044,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,7,1,0,48,1,0,1,0,0,1,0,0,0,47,48,10,0,6,2,23,0,1,8,0,4,3,3,0,6,10,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4431046,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,8,1,0,48,1,0,1,0,0,1,0,0,0,41,42,9,0,1,0,26,0,0,9,0,2,3,5,1,9,11,0,1,0,1,0,1,0,1,0,8,12,0,47,1,0,16,2,8,13,5,5,3,21
4431049,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,8,0,0,54,1,0,1,0,1,0,0,0,-1,13,14,3,0,0,2,15,0,1,5,0,2,1,1,0,2,4,0,1,0,1,0,1,0,1,0,9,16,2,30,5,1,10,12,10,8,4,4,0,18
4431051,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,1,8,0,0,54,1,0,.,.,.,.,.,1,.,.,.,.,0,16,15,64,7,9,22,17,16,4,3,2,9,25,0,1,0,1,0,1,0,1,0,10,24,32,70,8,19,24,19,22,11,4,4,3,33
4431054,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,8,1,0,48,1,0,0,1,0,0,1,0,1,74,74,15,0,24,11,43,8,7,15,19,16,4,3,3,10,26,0,1,0,1,0,1,0,1,0,10,20,16,58,8,10,20,19,17,13,7,6,0,30
4431056,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,9,1,0,48,1,0,0,1,0,0,1,0,1,73,74,15,0,2,4,29,7,2,10,17,8,4,4,0,8,16,0,1,0,1,0,1,0,1,0,10,22,36,70,9,22,24,22,22,15,6,4,5,37
4431057,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,8,0,0,54,1,0,1,0,1,0,0,0,-1,19,19,4,0,22,1,40,8,1,14,19,14,5,4,0,9,23,0,1,0,1,0,1,0,1,0,9,20,8,70,7,5,24,17,16,17,8,6,3,33
4431059,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,6,0,0,54,1,0,1,0,1,0,0,0,-1,22,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,11,0,0,0,1,0,0,2,1,8,4,1,3,9
4431060,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,8,1,0,48,1,0,0,1,0,0,1,0,0,52,52,11,0,1,0,8,0,0,3,0,1,2,2,0,4,5,0,1,0,1,0,1,0,1,0,13,0,5,0,0,3,0,0,1,9,4,5,0,10
4431062,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,9,1,0,48,1,0,1,0,0,1,0,0,0,47,48,10,0,0,5,6,0,3,2,0,1,2,2,0,4,5,0,1,0,1,0,1,0,1,0,9,0,4,0,0,2,0,0,1,7,3,4,0,8
4431063,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,9,0,0,54,1,0,.,.,.,.,.,1,.,.,.,.,0,6,0,26,0,0,9,0,4,1,0,0,1,5,0,1,0,1,0,1,0,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.
4431064,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,10,1,0,48,1,0,0,1,0,0,0,1,1,85,86,18,0,2,0,19,0,0,7,0,2,5,6,3,14,16,0,1,0,1,0,1,0,1,0,11,6,0,29,0,0,10,0,4,10,5,4,1,14
4431068,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,10,1,0,48,1,0,1,0,0,1,0,0,0,36,36,8,0,8,0,27,1,0,9,2,5,3,2,0,5,10,0,1,0,1,0,1,0,1,0,10,6,2,33,6,1,11,14,8,7,2,3,2,15
4431070,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,10,1,0,48,1,0,0,1,0,0,0,1,2,90,91,19,0,0,0,18,6,0,6,14,5,3,4,0,7,12,0,1,0,1,0,1,0,1,0,10,12,8,21,3,5,7,7,8,9,6,3,0,17
4431071,443,BUNGOMA,1,KANDUYI,MUNICIPALITY,0,1,0,10,0,0,54,1,0,0,1,0,0,0,1,1,81,82,17,0,20,6,25,5,4,9,12,11,7,5,3,15,26,0,1,0,1,0,1,0,1,0,8,24,4,53,6,2,18,14,15,11,4,5,2,26
